number,value,datetime_start,datetime_complete,duration,params_C,params_epsilon,params_gamma,params_kernel,system_attrs_auto:sampler,state
78,0.36516285427580814,2025-04-24 20:59:30.821228,2025-04-24 20:59:48.727839,0 days 00:00:17.906611,93.55027386432076,0.014630159643767023,0.09155396370737465,linear,TPESampler,COMPLETE
79,0.36675420831983063,2025-04-24 20:59:30.975587,2025-04-24 20:59:38.556242,0 days 00:00:07.580655,70.36913516183286,0.002353750210329951,0.03863319853254683,linear,TPESampler,COMPLETE
80,0.2875589645211174,2025-04-24 20:59:38.717670,2025-04-24 20:59:39.255801,0 days 00:00:00.538131,93.8570493031213,0.0029019600349675817,0.028978893461809915,rbf,TPESampler,COMPLETE
81,0.30851227539219184,2025-04-24 20:59:39.418979,2025-04-24 20:59:39.885426,0 days 00:00:00.466447,44.09737978701709,0.006563807319089921,0.009203179871599673,rbf,TPESampler,COMPLETE
82,0.30569511964720075,2025-04-24 20:59:40.044059,2025-04-24 20:59:40.522730,0 days 00:00:00.478671,28.85879783588418,0.0011604360367663121,0.023639676440318023,rbf,TPESampler,COMPLETE
83,0.9997318743245265,2025-04-24 20:59:40.690215,2025-04-24 20:59:41.145975,0 days 00:00:00.455760,0.018734387579625648,0.046503249600152737,0.00024244127862562602,poly,TPESampler,COMPLETE
84,0.2982979588101516,2025-04-24 20:59:41.306860,2025-04-24 20:59:41.812940,0 days 00:00:00.506080,44.152290772681056,0.0034509941023085286,0.06185847666733413,rbf,TPESampler,COMPLETE
85,0.8225844391029311,2025-04-24 20:59:41.981197,2025-04-24 20:59:42.435390,0 days 00:00:00.454193,0.03374407634111975,0.001022153021958571,0.011260166540157992,sigmoid,TPESampler,COMPLETE
86,0.2962194416670268,2025-04-24 20:59:42.599633,2025-04-24 20:59:43.104164,0 days 00:00:00.504531,86.30919561491451,0.004901330553358494,0.04792683890655863,rbf,TPESampler,COMPLETE
87,0.2832846097247946,2025-04-24 20:59:43.270379,2025-04-24 20:59:43.764150,0 days 00:00:00.493771,68.98742706499384,0.020141232139552927,0.030360872612862425,rbf,TPESampler,COMPLETE
88,0.959047118914155,2025-04-24 20:59:43.928433,2025-04-24 20:59:44.378354,0 days 00:00:00.449921,2.2023501704629114,0.05128472190598669,0.0012926453466283704,poly,TPESampler,COMPLETE
89,0.3016782270352652,2025-04-24 20:59:44.532873,2025-04-24 20:59:44.999756,0 days 00:00:00.466883,45.41178358965644,0.00936979400324348,0.020719388938276836,rbf,TPESampler,COMPLETE
