number,value,datetime_start,datetime_complete,duration,params_learning_rate,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,params_subsample,system_attrs_auto:sampler,state
99,0.26510154038430955,2025-04-24 21:36:50.009434,2025-04-24 21:36:53.047151,0 days 00:00:03.037717,0.09069798400129107,4,log2,1,7,1483,0.7231370716936044,TPESampler,COMPLETE
100,0.3058336940552841,2025-04-24 21:36:51.340712,2025-04-24 21:36:56.781112,0 days 00:00:05.440400,0.06216604572047751,3,,1,12,1491,0.803107508841088,TPESampler,COMPLETE
101,0.43031529751342035,2025-04-24 21:36:51.432412,2025-04-24 21:36:54.893990,0 days 00:00:03.461578,0.010014157996986413,7,sqrt,6,10,1445,0.8011381452485222,TPESampler,COMPLETE
102,0.28397825502456575,2025-04-24 21:36:53.243175,2025-04-24 21:36:56.509142,0 days 00:00:03.265967,0.04406067998785242,6,sqrt,1,6,1281,0.6953495353172565,TPESampler,COMPLETE
103,0.30740059212599435,2025-04-24 21:36:55.083773,2025-04-24 21:36:58.048680,0 days 00:00:02.964907,0.0745423888091321,3,log2,1,5,1272,0.7313177845427425,TPESampler,COMPLETE
104,0.2701386348693445,2025-04-24 21:36:56.699591,2025-04-24 21:37:00.006224,0 days 00:00:03.306633,0.09439454863492888,5,log2,1,11,1188,0.8429913334376031,TPESampler,COMPLETE
105,0.2981263741487495,2025-04-24 21:36:57.008410,2025-04-24 21:37:00.861780,0 days 00:00:03.853370,0.09213670051321131,3,log2,2,6,1409,0.6285221641563344,TPESampler,COMPLETE
106,0.2771529786225866,2025-04-24 21:36:58.240441,2025-04-24 21:37:01.399053,0 days 00:00:03.158612,0.05740141347163218,10,log2,1,13,1079,0.6231568825671218,TPESampler,COMPLETE
107,0.2681339706396412,2025-04-24 21:37:00.196793,2025-04-24 21:37:04.269803,0 days 00:00:04.073010,0.07450708031212601,5,sqrt,1,8,1466,0.6483027199455219,TPESampler,COMPLETE
108,0.2857189183887577,2025-04-24 21:37:01.048328,2025-04-24 21:37:05.059534,0 days 00:00:04.011206,0.07725870356854549,5,sqrt,1,9,1425,0.7812524954571936,TPESampler,COMPLETE
109,0.3190398661203518,2025-04-24 21:37:01.567234,2025-04-24 21:37:05.110510,0 days 00:00:03.543276,0.06450465663280239,3,log2,4,9,1397,0.8344004913923622,TPESampler,COMPLETE
110,0.3273259079328169,2025-04-24 21:37:04.460426,2025-04-24 21:37:07.705659,0 days 00:00:03.245233,0.03248809943207062,7,log2,1,16,1472,0.7103341416255594,TPESampler,COMPLETE
111,0.42725682704629286,2025-04-24 21:37:05.201326,2025-04-24 21:37:09.104297,0 days 00:00:03.902971,0.060625437588794254,9,sqrt,8,4,1361,0.9399424102746748,TPESampler,COMPLETE
112,0.3255666820214271,2025-04-24 21:37:05.265864,2025-04-24 21:37:08.992059,0 days 00:00:03.726195,0.03595063221597305,8,log2,2,17,1254,0.6015893158108949,TPESampler,COMPLETE
113,0.3080040437433145,2025-04-24 21:37:07.903249,2025-04-24 21:37:10.207231,0 days 00:00:02.303982,0.09930628148713865,6,sqrt,3,5,992,0.6524192819204123,TPESampler,COMPLETE
114,0.3152946118450368,2025-04-24 21:37:09.173678,2025-04-24 21:37:12.387508,0 days 00:00:03.213830,0.06620888278464593,5,log2,3,9,1492,0.7449855196651997,TPESampler,COMPLETE
115,0.3592154758910107,2025-04-24 21:37:09.251238,2025-04-24 21:37:12.709348,0 days 00:00:03.458110,0.059931371849028095,3,log2,1,12,1380,0.6821825345184934,TPESampler,COMPLETE
116,1.2316947268597374,2025-04-24 21:37:10.407875,2025-04-24 21:37:12.468881,0 days 00:00:02.061006,0.01097473770448192,3,log2,10,10,529,0.951434003860567,TPESampler,COMPLETE
117,0.355910562595235,2025-04-24 21:37:12.520664,2025-04-24 21:37:16.590583,0 days 00:00:04.069919,0.012440193930611531,10,,2,11,635,0.8828137208925088,TPESampler,COMPLETE
118,0.9625761153334914,2025-04-24 21:37:12.637671,2025-04-24 21:37:14.390796,0 days 00:00:01.753125,0.022690973293174748,8,log2,7,2,633,0.7202001806392399,TPESampler,COMPLETE
119,0.3617911190636376,2025-04-24 21:37:13.276604,2025-04-24 21:37:17.312371,0 days 00:00:04.035767,0.05052484672093729,6,,2,20,1006,0.6997327835969264,TPESampler,COMPLETE
120,0.3131496756802298,2025-04-24 21:37:14.571346,2025-04-24 21:37:16.853025,0 days 00:00:02.281679,0.06402663539548402,6,log2,3,15,1462,0.7091456096742919,TPESampler,COMPLETE
121,0.2782533783478162,2025-04-24 21:37:16.775555,2025-04-24 21:37:19.800741,0 days 00:00:03.025186,0.09948280855774257,6,log2,1,8,1345,0.6282658434689932,TPESampler,COMPLETE
122,0.2394824590997122,2025-04-24 21:37:17.086180,2025-04-24 21:37:20.376780,0 days 00:00:03.290600,0.0995287826329644,4,sqrt,1,3,1358,0.7353178122133052,TPESampler,COMPLETE
123,0.31674221762862875,2025-04-24 21:37:17.510923,2025-04-24 21:37:20.801028,0 days 00:00:03.290105,0.09142156560377176,3,sqrt,4,4,1390,0.7578595127041831,TPESampler,COMPLETE
124,0.29060915577341784,2025-04-24 21:37:19.954295,2025-04-24 21:37:23.380450,0 days 00:00:03.426155,0.08628850891337533,5,sqrt,1,16,1422,0.7009977621955531,TPESampler,COMPLETE
125,0.3862046170079015,2025-04-24 21:37:20.559486,2025-04-24 21:37:23.353806,0 days 00:00:02.794320,0.09287465883727102,9,log2,6,15,1146,0.621977007740325,TPESampler,COMPLETE
126,0.26019186755062396,2025-04-24 21:37:20.968954,2025-04-24 21:37:24.156322,0 days 00:00:03.187368,0.08309762795513737,6,sqrt,1,3,1337,0.7378971263308235,TPESampler,COMPLETE
127,0.7239310472553692,2025-04-24 21:37:23.479221,2025-04-24 21:37:25.078948,0 days 00:00:01.599727,0.017616253773594697,12,log2,3,7,765,0.6952516801733382,TPESampler,COMPLETE
128,0.4192354944238378,2025-04-24 21:37:23.512332,2025-04-24 21:37:27.045028,0 days 00:00:03.532696,0.012747192158583127,8,,9,4,655,0.9669481641906601,TPESampler,COMPLETE
129,0.3573929323064513,2025-04-24 21:37:24.332504,2025-04-24 21:37:29.232095,0 days 00:00:04.899591,0.08507101823933466,5,,1,2,1451,0.6508165217686449,TPESampler,COMPLETE
130,0.79269826502656,2025-04-24 21:37:25.214902,2025-04-24 21:37:26.222846,0 days 00:00:01.007944,0.013316523078315217,5,sqrt,4,17,323,0.9155327661318099,TPESampler,COMPLETE
131,0.2843097956659344,2025-04-24 21:37:26.383224,2025-04-24 21:37:28.778497,0 days 00:00:02.395273,0.07737311501492304,6,sqrt,2,2,1281,0.7343802301968454,TPESampler,COMPLETE
132,0.2778852448363215,2025-04-24 21:37:27.229662,2025-04-24 21:37:31.676177,0 days 00:00:04.446515,0.07880205541351144,5,,1,20,1135,0.8698127498626526,TPESampler,COMPLETE
133,0.30740511082552274,2025-04-24 21:37:28.955934,2025-04-24 21:37:31.445782,0 days 00:00:02.489848,0.04519782878864352,4,sqrt,1,4,1378,0.8225636519781375,TPESampler,COMPLETE
134,0.3645004356180872,2025-04-24 21:37:29.402885,2025-04-24 21:37:33.295442,0 days 00:00:03.892557,0.09415342261872255,9,,7,11,773,0.8339586419958789,TPESampler,COMPLETE
